Date,SKU0,SKU1,SKU2
2019/1/22,8,8,8
2019/1/23,8,8,8
2019/1/24,8,8,8
2019/1/25,8,8,8
2019/1/26,8,8,8
2019/1/27,8,8,8
2019/1/28,8,8,8
2019/1/29,8,8,8
2019/1/30,8,8,8
2019/1/31,8,8,8
2019/2/1,8,8,8
2019/2/2,8,8,8
2019/2/3,8,8,8
2019/2/4,8,8,8
2019/2/5,8,8,8
2019/2/6,8,8,8
2019/2/7,8,8,8
2019/2/8,8,8,8
2019/2/9,8,8,8
2019/2/10,8,8,8
2019/2/11,8,8,8
2019/2/12,8,8,8
2019/2/13,8,8,8
2019/2/14,8,8,8
2019/2/15,8,8,8
2019/2/16,8,8,8
2019/2/17,8,8,8
2019/2/18,8,8,8
2019/2/19,8,8,8
2019/2/20,8,8,8
2019/2/21,8,8,8
2019/2/22,8,8,8
2019/2/23,8,8,8
2019/2/24,8,8,8
2019/2/25,8,8,8
2019/2/26,8,8,8
2019/2/27,8,8,8
2019/2/28,8,8,8
2019/3/1,8,8,8
2019/3/2,8,8,8
2019/3/3,8,8,8
2019/3/4,8,8,8
2019/3/5,8,8,8
2019/3/6,8,8,8
2019/3/7,8,8,8
2019/3/8,8,8,8
2019/3/9,8,8,8
2019/3/10,8,8,8
2019/3/11,8,8,8
2019/3/12,8,8,8
2019/3/13,8,8,8
2019/3/14,8,8,8
2019/3/15,8,8,8
2019/3/16,8,8,8
2019/3/17,8,8,8
2019/3/18,8,8,8
2019/3/19,8,8,8
2019/3/20,8,8,8
2019/3/21,8,8,8
2019/3/22,8,8,8
2019/3/23,8,8,8
2019/3/24,8,8,8
2019/3/25,8,8,8
2019/3/26,8,8,8
2019/3/27,8,8,8
2019/3/28,8,8,8
2019/3/29,8,8,8
2019/3/30,8,8,8
2019/3/31,8,8,8
2019/4/1,8,8,8
2019/4/2,8,8,8
2019/4/3,8,8,8
2019/4/4,8,8,8
2019/4/5,8,8,8
2019/4/6,8,8,8
2019/4/7,8,8,8
2019/4/8,8,8,8
2019/4/9,8,8,8
2019/4/10,8,8,8
2019/4/11,8,8,8
2019/4/12,8,8,8
2019/4/13,8,8,8
2019/4/14,8,8,8
2019/4/15,8,8,8
2019/4/16,8,8,8
2019/4/17,8,8,8
2019/4/18,8,8,8
2019/4/19,8,8,8
2019/4/20,8,8,8
2019/4/21,8,8,8
2019/4/22,8,8,8
2019/4/23,8,8,8
2019/4/24,8,8,8
2019/4/25,8,8,8
2019/4/26,8,8,8
2019/4/27,8,8,8
2019/4/28,8,8,8
2019/4/29,8,8,8
2019/4/30,8,8,8
2019/5/1,8,8,8
2019/5/2,8,8,8
2019/5/3,8,8,8
2019/5/4,8,8,8
2019/5/5,8,8,8
2019/5/6,8,8,8
2019/5/7,8,8,8
2019/5/8,8,8,8
2019/5/9,8,8,8
2019/5/10,8,8,8
2019/5/11,8,8,8
2019/5/12,8,8,8
2019/5/13,8,8,8
2019/5/14,8,8,8
2019/5/15,8,8,8
2019/5/16,8,8,8
2019/5/17,8,8,8
2019/5/18,8,8,8
2019/5/19,8,8,8
2019/5/20,8,8,8
2019/5/21,8,8,8
2019/5/22,8,8,8
2019/5/23,8,8,8
2019/5/24,8,8,8
2019/5/25,8,8,8
2019/5/26,8,8,8
2019/5/27,8,8,8
2019/5/28,8,8,8
2019/5/29,8,8,8
2019/5/30,8,8,8
2019/5/31,8,8,8
2019/6/1,8,8,8
2019/6/2,8,8,8
2019/6/3,8,8,8
2019/6/4,8,8,8
2019/6/5,8,8,8
2019/6/6,8,8,8
2019/6/7,8,8,8
2019/6/8,8,8,8
2019/6/9,8,8,8
2019/6/10,8,8,8
2019/6/11,8,8,8
2019/6/12,8,8,8
2019/6/13,8,8,8
2019/6/14,8,8,8
2019/6/15,8,8,8
2019/6/16,8,8,8
2019/6/17,8,8,8
2019/6/18,8,8,8
2019/6/19,8,8,8
2019/6/20,8,8,8
2019/6/21,8,8,8
2019/6/22,8,8,8
2019/6/23,8,8,8
2019/6/24,8,8,8
2019/6/25,8,8,8
2019/6/26,8,8,8
2019/6/27,8,8,8
2019/6/28,8,8,8
2019/6/29,8,8,8
2019/6/30,8,8,8
2019/7/1,8,8,8
2019/7/2,8,8,8
2019/7/3,8,8,8
2019/7/4,8,8,8
2019/7/5,8,8,8
2019/7/6,8,8,8
2019/7/7,8,8,8
2019/7/8,8,8,8
2019/7/9,8,8,8
2019/7/10,8,8,8
2019/7/11,8,8,8
2019/7/12,8,8,8
2019/7/13,8,8,8
2019/7/14,8,8,8
2019/7/15,8,8,8
2019/7/16,8,8,8
2019/7/17,8,8,8
2019/7/18,8,8,8
2019/7/19,8,8,8
2019/7/20,8,8,8
2019/7/21,8,8,8
2019/7/22,8,8,8
2019/7/23,8,8,8
2019/7/24,8,8,8
2019/7/25,8,8,8
2019/7/26,8,8,8
2019/7/27,8,8,8
2019/7/28,8,8,8
2019/7/29,8,8,8
2019/7/30,8,8,8
2019/7/31,8,8,8
2019/8/1,8,8,8
2019/8/2,8,8,8
2019/8/3,8,8,8
2019/8/4,8,8,8
2019/8/5,8,8,8
2019/8/6,8,8,8
2019/8/7,8,8,8
2019/8/8,8,8,8
2019/8/9,8,8,8
2019/8/10,8,8,8
2019/8/11,8,8,8
2019/8/12,8,8,8
2019/8/13,8,8,8
2019/8/14,8,8,8
2019/8/15,8,8,8
2019/8/16,8,8,8
2019/8/17,8,8,8
2019/8/18,8,8,8
2019/8/19,8,8,8
2019/8/20,8,8,8
2019/8/21,8,8,8
2019/8/22,8,8,8
2019/8/23,8,8,8
2019/8/24,8,8,8
2019/8/25,8,8,8
2019/8/26,8,8,8
2019/8/27,8,8,8
2019/8/28,8,8,8
2019/8/29,8,8,8
2019/8/30,8,8,8
2019/8/31,8,8,8
2019/9/1,8,8,8
2019/9/2,8,8,8
2019/9/3,8,8,8
2019/9/4,8,8,8
2019/9/5,8,8,8
2019/9/6,8,8,8
2019/9/7,8,8,8
2019/9/8,8,8,8
2019/9/9,8,8,8
2019/9/10,8,8,8
2019/9/11,8,8,8
2019/9/12,8,8,8
2019/9/13,8,8,8
2019/9/14,8,8,8
2019/9/15,8,8,8
2019/9/16,8,8,8
2019/9/17,8,8,8
2019/9/18,8,8,8
2019/9/19,8,8,8
2019/9/20,8,8,8
2019/9/21,8,8,8
2019/9/22,8,8,8
2019/9/23,8,8,8
2019/9/24,8,8,8
2019/9/25,8,8,8
2019/9/26,8,8,8
2019/9/27,8,8,8
2019/9/28,8,8,8
2019/9/29,8,8,8
2019/9/30,8,8,8
2019/10/1,8,8,8
2019/10/2,8,8,8
2019/10/3,8,8,8
2019/10/4,8,8,8
2019/10/5,8,8,8
2019/10/6,8,8,8
2019/10/7,8,8,8
2019/10/8,8,8,8
2019/10/9,8,8,8
2019/10/10,8,8,8
2019/10/11,8,8,8
2019/10/12,8,8,8
2019/10/13,8,8,8
2019/10/14,8,8,8
2019/10/15,8,8,8
2019/10/16,8,8,8
2019/10/17,8,8,8
2019/10/18,8,8,8
2019/10/19,8,8,8
2019/10/20,8,8,8
2019/10/21,8,8,8
2019/10/22,8,8,8
2019/10/23,8,8,8
2019/10/24,8,8,8
2019/10/25,8,8,8
2019/10/26,8,8,8
2019/10/27,8,8,8
2019/10/28,8,8,8
2019/10/29,8,8,8
2019/10/30,8,8,8
2019/10/31,8,8,8
2019/11/1,8,8,8
2019/11/2,8,8,8
2019/11/3,8,8,8
2019/11/4,8,8,8
2019/11/5,8,8,8
2019/11/6,8,8,8
2019/11/7,8,8,8
2019/11/8,8,8,8
2019/11/9,8,8,8
2019/11/10,8,8,8
2019/11/11,8,8,8
2019/11/12,8,8,8
2019/11/13,8,8,8
2019/11/14,8,8,8
2019/11/15,8,8,8
2019/11/16,8,8,8
2019/11/17,8,8,8
2019/11/18,8,8,8
2019/11/19,8,8,8
2019/11/20,8,8,8
2019/11/21,8,8,8
2019/11/22,8,8,8
2019/11/23,8,8,8
2019/11/24,8,8,8
2019/11/25,8,8,8
2019/11/26,8,8,8
2019/11/27,8,8,8
2019/11/28,8,8,8
2019/11/29,8,8,8
2019/11/30,8,8,8
2019/12/1,8,8,8
2019/12/2,8,8,8
2019/12/3,8,8,8
2019/12/4,8,8,8
2019/12/5,8,8,8
2019/12/6,8,8,8
2019/12/7,8,8,8
2019/12/8,8,8,8
2019/12/9,8,8,8
2019/12/10,8,8,8
2019/12/11,8,8,8
2019/12/12,8,8,8
2019/12/13,8,8,8
2019/12/14,8,8,8
2019/12/15,8,8,8
2019/12/16,8,8,8
2019/12/17,8,8,8
2019/12/18,8,8,8
2019/12/19,8,8,8
2019/12/20,8,8,8
2019/12/21,8,8,8
2019/12/22,8,8,8
2019/12/23,8,8,8
2019/12/24,8,8,8
2019/12/25,8,8,8
2019/12/26,8,8,8
2019/12/27,8,8,8
2019/12/28,8,8,8
2019/12/29,8,8,8
2019/12/30,8,8,8
2019/12/31,8,8,8
2020/1/1,8,8,8
2020/1/2,8,8,8
2020/1/3,8,8,8
2020/1/4,8,8,8
2020/1/5,8,8,8
2020/1/6,8,8,8
2020/1/7,8,8,8
2020/1/8,8,8,8
2020/1/9,8,8,8
2020/1/10,8,8,8
2020/1/11,8,8,8
2020/1/12,8,8,8
2020/1/13,8,8,8
2020/1/14,8,8,8
2020/1/15,8,8,8
2020/1/16,8,8,8
2020/1/17,8,8,8
2020/1/18,8,8,8
2020/1/19,8,8,8
2020/1/20,8,8,8
2020/1/21,8,8,8
2020/1/22,8,8,8
2020/1/23,8,8,8
2020/1/24,8,8,8
2020/1/25,8,8,8
2020/1/26,8,8,8
2020/1/27,8,8,8
2020/1/28,8,8,8
2020/1/29,8,8,8
2020/1/30,8,8,8
2020/1/31,8,8,8
2020/2/1,8,8,8
2020/2/2,8,8,8
2020/2/3,8,8,8
2020/2/4,8,8,8
2020/2/5,8,8,8
2020/2/6,8,8,8
2020/2/7,8,8,8
2020/2/8,8,8,8
2020/2/9,8,8,8
2020/2/10,8,8,8
2020/2/11,8,8,8
2020/2/12,8,8,8
2020/2/13,8,8,8
2020/2/14,8,8,8
2020/2/15,8,8,8
2020/2/16,8,8,8
2020/2/17,8,8,8
2020/2/18,8,8,8
2020/2/19,8,8,8
2020/2/20,8,8,8
2020/2/21,8,8,8
2020/2/22,8,8,8
2020/2/23,8,8,8
2020/2/24,8,8,8
2020/2/25,8,8,8
2020/2/26,8,8,8
2020/2/27,8,8,8
2020/2/28,8,8,8
2020/2/29,8,8,8
2020/3/1,8,8,8
2020/3/2,8,8,8
2020/3/3,8,8,8
2020/3/4,8,8,8
2020/3/5,8,8,8
2020/3/6,8,8,8
2020/3/7,8,8,8
2020/3/8,8,8,8
2020/3/9,8,8,8
2020/3/10,8,8,8
2020/3/11,8,8,8
2020/3/12,8,8,8
2020/3/13,8,8,8
2020/3/14,8,8,8
2020/3/15,8,8,8
2020/3/16,8,8,8
2020/3/17,8,8,8
2020/3/18,8,8,8
2020/3/19,8,8,8
2020/3/20,8,8,8
2020/3/21,8,8,8
2020/3/22,8,8,8
2020/3/23,8,8,8
2020/3/24,8,8,8
2020/3/25,8,8,8
2020/3/26,8,8,8
2020/3/27,8,8,8
2020/3/28,8,8,8
2020/3/29,8,8,8
2020/3/30,8,8,8
2020/3/31,8,8,8
2020/4/1,8,8,8
2020/4/2,8,8,8
2020/4/3,8,8,8
2020/4/4,8,8,8
2020/4/5,8,8,8
2020/4/6,8,8,8
2020/4/7,8,8,8
2020/4/8,8,8,8
2020/4/9,8,8,8
2020/4/10,8,8,8
2020/4/11,8,8,8
2020/4/12,8,8,8
2020/4/13,8,8,8
2020/4/14,8,8,8
2020/4/15,8,8,8
2020/4/16,8,8,8
2020/4/17,8,8,8
2020/4/18,8,8,8
2020/4/19,8,8,8
2020/4/20,8,8,8
2020/4/21,8,8,8
2020/4/22,8,8,8
2020/4/23,8,8,8
2020/4/24,8,8,8
2020/4/25,8,8,8
2020/4/26,8,8,8
2020/4/27,8,8,8
2020/4/28,8,8,8
2020/4/29,8,8,8
2020/4/30,8,8,8
2020/5/1,8,8,8
2020/5/2,8,8,8
2020/5/3,8,8,8
2020/5/4,8,8,8
2020/5/5,8,8,8
2020/5/6,8,8,8
2020/5/7,8,8,8
2020/5/8,8,8,8
2020/5/9,8,8,8
2020/5/10,8,8,8
2020/5/11,8,8,8
2020/5/12,8,8,8
2020/5/13,8,8,8
2020/5/14,8,8,8
2020/5/15,8,8,8
2020/5/16,8,8,8
2020/5/17,8,8,8
2020/5/18,8,8,8
2020/5/19,8,8,8
2020/5/20,8,8,8
2020/5/21,8,8,8
2020/5/22,8,8,8
2020/5/23,8,8,8
2020/5/24,8,8,8
2020/5/25,8,8,8
2020/5/26,8,8,8
2020/5/27,8,8,8
2020/5/28,8,8,8
2020/5/29,8,8,8
2020/5/30,8,8,8
2020/5/31,8,8,8
2020/6/1,8,8,8
2020/6/2,8,8,8
2020/6/3,8,8,8
2020/6/4,8,8,8
2020/6/5,8,8,8
2020/6/6,8,8,8
2020/6/7,8,8,8
2020/6/8,8,8,8
2020/6/9,8,8,8
2020/6/10,8,8,8
2020/6/11,8,8,8
2020/6/12,8,8,8
2020/6/13,8,8,8
2020/6/14,8,8,8
2020/6/15,8,8,8
2020/6/16,8,8,8
2020/6/17,8,8,8
2020/6/18,8,8,8
2020/6/19,8,8,8
2020/6/20,8,8,8
2020/6/21,8,8,8
2020/6/22,8,8,8
2020/6/23,8,8,8
2020/6/24,8,8,8
2020/6/25,8,8,8
2020/6/26,8,8,8
2020/6/27,8,8,8
2020/6/28,8,8,8
2020/6/29,8,8,8
2020/6/30,8,8,8
2020/7/1,8,8,8
2020/7/2,8,8,8
2020/7/3,8,8,8
2020/7/4,8,8,8
2020/7/5,8,8,8
2020/7/6,8,8,8
2020/7/7,8,8,8
2020/7/8,8,8,8
2020/7/9,8,8,8
2020/7/10,8,8,8
2020/7/11,8,8,8
2020/7/12,8,8,8
2020/7/13,8,8,8
2020/7/14,8,8,8
2020/7/15,8,8,8
2020/7/16,8,8,8
2020/7/17,8,8,8
2020/7/18,8,8,8
2020/7/19,8,8,8
2020/7/20,8,8,8
2020/7/21,8,8,8
2020/7/22,8,8,8
2020/7/23,8,8,8
2020/7/24,8,8,8
2020/7/25,8,8,8
2020/7/26,8,8,8
2020/7/27,8,8,8
2020/7/28,8,8,8
2020/7/29,8,8,8
2020/7/30,8,8,8
2020/7/31,8,8,8
2020/8/1,8,8,8
2020/8/2,8,8,8
2020/8/3,8,8,8
2020/8/4,8,8,8
2020/8/5,8,8,8
2020/8/6,8,8,8
2020/8/7,8,8,8
2020/8/8,8,8,8
2020/8/9,8,8,8
2020/8/10,8,8,8
2020/8/11,8,8,8
2020/8/12,8,8,8
2020/8/13,8,8,8
2020/8/14,8,8,8
2020/8/15,8,8,8
2020/8/16,8,8,8
2020/8/17,8,8,8
2020/8/18,8,8,8
2020/8/19,8,8,8
2020/8/20,8,8,8
2020/8/21,8,8,8
2020/8/22,8,8,8
2020/8/23,8,8,8
2020/8/24,8,8,8
2020/8/25,8,8,8
2020/8/26,8,8,8
2020/8/27,8,8,8
2020/8/28,8,8,8
2020/8/29,8,8,8
2020/8/30,8,8,8
2020/8/31,8,8,8
2020/9/1,8,8,8
2020/9/2,8,8,8
2020/9/3,8,8,8
2020/9/4,8,8,8
2020/9/5,8,8,8
2020/9/6,8,8,8
2020/9/7,8,8,8
2020/9/8,8,8,8
2020/9/9,8,8,8
2020/9/10,8,8,8
2020/9/11,8,8,8
2020/9/12,8,8,8
2020/9/13,8,8,8
2020/9/14,8,8,8
2020/9/15,8,8,8
2020/9/16,8,8,8
2020/9/17,8,8,8
2020/9/18,8,8,8
2020/9/19,8,8,8
2020/9/20,8,8,8
2020/9/21,8,8,8
2020/9/22,8,8,8
2020/9/23,8,8,8
2020/9/24,8,8,8
2020/9/25,8,8,8
2020/9/26,8,8,8
2020/9/27,8,8,8
2020/9/28,8,8,8
2020/9/29,8,8,8
2020/9/30,8,8,8
2020/10/1,8,8,8
2020/10/2,8,8,8
2020/10/3,8,8,8
2020/10/4,8,8,8
2020/10/5,8,8,8
2020/10/6,8,8,8
2020/10/7,8,8,8
2020/10/8,8,8,8
2020/10/9,8,8,8
2020/10/10,8,8,8
2020/10/11,8,8,8
2020/10/12,8,8,8
2020/10/13,8,8,8
2020/10/14,8,8,8
2020/10/15,8,8,8
2020/10/16,8,8,8
2020/10/17,8,8,8
2020/10/18,8,8,8
2020/10/19,8,8,8
2020/10/20,8,8,8
2020/10/21,8,8,8
2020/10/22,8,8,8
2020/10/23,8,8,8
2020/10/24,8,8,8
2020/10/25,8,8,8
2020/10/26,8,8,8
2020/10/27,8,8,8
2020/10/28,8,8,8
2020/10/29,8,8,8
2020/10/30,8,8,8
2020/10/31,8,8,8
2020/11/1,8,8,8
2020/11/2,8,8,8
2020/11/3,8,8,8
2020/11/4,8,8,8
2020/11/5,8,8,8
2020/11/6,8,8,8
2020/11/7,8,8,8
2020/11/8,8,8,8
2020/11/9,8,8,8
2020/11/10,8,8,8
2020/11/11,8,8,8
2020/11/12,8,8,8
2020/11/13,8,8,8
2020/11/14,8,8,8
2020/11/15,8,8,8
2020/11/16,8,8,8
2020/11/17,8,8,8
2020/11/18,8,8,8
2020/11/19,8,8,8
2020/11/20,8,8,8
2020/11/21,8,8,8
2020/11/22,8,8,8
2020/11/23,8,8,8
2020/11/24,8,8,8
2020/11/25,8,8,8
2020/11/26,8,8,8
2020/11/27,8,8,8
2020/11/28,8,8,8
2020/11/29,8,8,8
2020/11/30,8,8,8
2020/12/1,8,8,8
2020/12/2,8,8,8
2020/12/3,8,8,8
2020/12/4,8,8,8
2020/12/5,8,8,8
2020/12/6,8,8,8
2020/12/7,8,8,8
2020/12/8,8,8,8
2020/12/9,8,8,8
2020/12/10,8,8,8
2020/12/11,8,8,8
2020/12/12,8,8,8
2020/12/13,8,8,8
2020/12/14,8,8,8
2020/12/15,8,8,8
2020/12/16,8,8,8
2020/12/17,8,8,8
2020/12/18,8,8,8
2020/12/19,8,8,8
2020/12/20,8,8,8
2020/12/21,8,8,8
2020/12/22,8,8,8
2020/12/23,8,8,8
2020/12/24,8,8,8
2020/12/25,8,8,8
2020/12/26,8,8,8
2020/12/27,8,8,8
2020/12/28,8,8,8
2020/12/29,8,8,8
2020/12/30,8,8,8
2020/12/31,8,8,8
2021/1/1,8,8,8
2021/1/2,8,8,8
2021/1/3,8,8,8
2021/1/4,8,8,8
2021/1/5,8,8,8
2021/1/6,8,8,8
2021/1/7,8,8,8
2021/1/8,8,8,8
2021/1/9,8,8,8
2021/1/10,8,8,8
2021/1/11,8,8,8
2021/1/12,8,8,8
2021/1/13,8,8,8
2021/1/14,8,8,8
2021/1/15,8,8,8
2021/1/16,8,8,8
2021/1/17,8,8,8
2021/1/18,8,8,8
2021/1/19,8,8,8
2021/1/20,8,8,8
2021/1/21,8,8,8
2021/1/22,8,8,8
2021/1/23,8,8,8
2021/1/24,8,8,8
2021/1/25,8,8,8
2021/1/26,8,8,8
2021/1/27,8,8,8
2021/1/28,8,8,8
2021/1/29,8,8,8
2021/1/30,8,8,8
2021/1/31,8,8,8
2021/2/1,8,8,8
2021/2/2,8,8,8
2021/2/3,8,8,8
2021/2/4,8,8,8
2021/2/5,8,8,8
2021/2/6,8,8,8
2021/2/7,8,8,8
2021/2/8,8,8,8
2021/2/9,8,8,8
2021/2/10,8,8,8
2021/2/11,8,8,8
2021/2/12,8,8,8
2021/2/13,8,8,8
2021/2/14,8,8,8
2021/2/15,8,8,8
2021/2/16,8,8,8
2021/2/17,8,8,8
2021/2/18,8,8,8
2021/2/19,8,8,8
2021/2/20,8,8,8
2021/2/21,8,8,8
2021/2/22,8,8,8
2021/2/23,8,8,8
2021/2/24,8,8,8
2021/2/25,8,8,8
2021/2/26,8,8,8
2021/2/27,8,8,8
2021/2/28,8,8,8
2021/3/1,8,8,8
2021/3/2,8,8,8
2021/3/3,8,8,8
2021/3/4,8,8,8
2021/3/5,8,8,8
2021/3/6,8,8,8
2021/3/7,8,8,8
2021/3/8,8,8,8
2021/3/9,8,8,8
2021/3/10,8,8,8
2021/3/11,8,8,8
2021/3/12,8,8,8
2021/3/13,8,8,8
2021/3/14,8,8,8
2021/3/15,8,8,8
2021/3/16,8,8,8
2021/3/17,8,8,8
2021/3/18,8,8,8
2021/3/19,8,8,8
2021/3/20,8,8,8
2021/3/21,8,8,8
2021/3/22,8,8,8
2021/3/23,8,8,8
2021/3/24,8,8,8
2021/3/25,8,8,8
2021/3/26,8,8,8
2021/3/27,8,8,8
2021/3/28,8,8,8
2021/3/29,8,8,8
2021/3/30,8,8,8
2021/3/31,8,8,8
2021/4/1,8,8,8
2021/4/2,8,8,8
2021/4/3,8,8,8
2021/4/4,8,8,8
2021/4/5,8,8,8
2021/4/6,8,8,8
2021/4/7,8,8,8
2021/4/8,8,8,8
2021/4/9,8,8,8
2021/4/10,8,8,8
2021/4/11,8,8,8
2021/4/12,8,8,8
2021/4/13,8,8,8
2021/4/14,8,8,8
2021/4/15,8,8,8
2021/4/16,8,8,8
2021/4/17,8,8,8
2021/4/18,8,8,8
2021/4/19,8,8,8
2021/4/20,8,8,8
2021/4/21,8,8,8
2021/4/22,8,8,8
2021/4/23,8,8,8
2021/4/24,8,8,8
2021/4/25,8,8,8
2021/4/26,8,8,8
2021/4/27,8,8,8
2021/4/28,8,8,8
2021/4/29,8,8,8
2021/4/30,8,8,8
2021/5/1,8,8,8
2021/5/2,8,8,8
2021/5/3,8,8,8
2021/5/4,8,8,8
2021/5/5,8,8,8
2021/5/6,8,8,8
2021/5/7,8,8,8
2021/5/8,8,8,8
2021/5/9,8,8,8
2021/5/10,8,8,8
2021/5/11,8,8,8
2021/5/12,8,8,8
2021/5/13,8,8,8
2021/5/14,8,8,8
2021/5/15,8,8,8
2021/5/16,8,8,8
2021/5/17,8,8,8
2021/5/18,8,8,8
2021/5/19,8,8,8
2021/5/20,8,8,8
2021/5/21,8,8,8
2021/5/22,8,8,8
2021/5/23,8,8,8
2021/5/24,8,8,8
2021/5/25,8,8,8
2021/5/26,8,8,8
2021/5/27,8,8,8
2021/5/28,8,8,8
2021/5/29,8,8,8
2021/5/30,8,8,8
2021/5/31,8,8,8
2021/6/1,8,8,8
2021/6/2,8,8,8
2021/6/3,8,8,8
2021/6/4,8,8,8
2021/6/5,8,8,8
2021/6/6,8,8,8
2021/6/7,8,8,8
2021/6/8,8,8,8
